,miRNA,disease,label
74743,196,59,1
74745,196,61,1
74804,196,120,1
74834,196,150,1
74847,196,163,1
74998,196,314,1
75048,196,364,1
75060,196,376,1
75111,197,44,1
75126,197,59,1
75494,198,44,1
75543,198,93,1
75826,198,376,1
75877,199,44,1
75883,199,50,1
75886,199,53,1
75892,199,59,1
75896,199,63,1
75978,199,145,1
75980,199,147,1
75992,199,159,1
75996,199,163,1
76086,199,253,1
76115,199,282,1
76137,199,304,1
76156,199,323,1
76178,199,345,1
76193,199,360,1
76197,199,364,1
76261,200,45,1
76266,200,50,1
76277,200,61,1
76279,200,63,1
76309,200,93,1
76336,200,120,1
76361,200,145,1
76422,200,206,1
76456,200,240,1
76498,200,282,1
76523,200,307,1
76537,200,321,1
76544,200,328,1
76563,200,347,1
76593,200,377,1
76648,201,49,1
76649,201,50,1
76658,201,59,1
76705,201,106,1
76744,201,145,1
76746,201,147,1
76821,201,222,1
76835,201,236,1
76860,201,261,1
77031,202,49,1
77041,202,59,1
77075,202,93,1
77129,202,147,1
77145,202,163,1
77217,202,235,1
77222,202,240,1
77234,202,252,1
77264,202,282,1
77267,202,285,1
77272,202,290,1
77286,202,304,1
77335,202,353,1
77415,203,50,1
77458,203,93,1
77484,203,119,1
77601,203,236,1
77672,203,307,1
77688,203,323,1
77718,203,353,1
77798,204,50,1
77807,204,59,1
77811,204,63,1
77841,204,93,1
77843,204,95,1
77861,204,113,1
77879,204,131,1
77880,204,132,1
77904,204,156,1
77906,204,158,1
77916,204,168,1
77917,204,169,1
77918,204,170,1
77919,204,171,1
77920,204,172,1
77932,204,184,1
77933,204,185,1
77938,204,190,1
77973,204,225,1
77977,204,229,1
77979,204,231,1
77980,204,232,1
77988,204,240,1
78001,204,253,1
78009,204,261,1
78030,204,282,1
78055,204,307,1
78076,204,328,1
78104,204,356,1
78112,204,364,1
78114,204,366,1
78118,204,370,1
78181,205,50,1
78564,206,50,1
78947,207,50,1
78958,207,61,1
79330,208,50,1
79339,208,59,1
79343,208,63,1
79372,208,92,1
79461,208,181,1
79713,209,50,1
80096,210,50,1
80107,210,61,1
80139,210,93,1
80166,210,120,1
80172,210,126,1
80282,210,236,1
80286,210,240,1
80298,210,252,1
80299,210,253,1
80331,210,285,1
80348,210,302,1
80350,210,304,1
80353,210,307,1
80374,210,328,1
80387,210,341,1
80410,210,364,1
80423,210,377,1
80479,211,50,1
80862,212,50,1
81148,212,336,1
81245,213,50,1
81254,213,59,1
81505,213,310,1
81571,213,376,1
81628,214,50,1
81639,214,61,1
81641,214,63,1
81859,214,281,1
81906,214,328,1
81942,214,364,1
81948,214,370,1
82011,215,50,1
82394,216,50,1
82403,216,59,1
82405,216,61,1
82409,216,65,1
82432,216,88,1
82437,216,93,1
82439,216,95,1
82489,216,145,1
82491,216,147,1
82503,216,159,1
82507,216,163,1
82513,216,169,1
82534,216,190,1
82535,216,191,1
82542,216,198,1
82554,216,210,1
82560,216,216,1
82561,216,217,1
82563,216,219,1
82565,216,221,1
82580,216,236,1
82581,216,237,1
82584,216,240,1
82585,216,241,1
82592,216,248,1
82597,216,253,1
82604,216,260,1
82613,216,269,1
82626,216,282,1
82629,216,285,1
82643,216,299,1
82646,216,302,1
82665,216,321,1
82667,216,323,1
82673,216,329,1
82708,216,364,1
82710,216,366,1
82714,216,370,1
82722,216,378,1
82777,217,50,1
82786,217,59,1
82943,217,216,1
83031,217,304,1
83065,217,338,1
83070,217,343,1
83091,217,364,1
83160,218,50,1
83203,218,93,1
83543,219,50,1
83552,219,59,1
83554,219,61,1
83556,219,63,1
83560,219,67,1
83579,219,86,1
83586,219,93,1
83612,219,119,1
83656,219,163,1
83666,219,173,1
83667,219,174,1
83703,219,210,1
83712,219,219,1
83729,219,236,1
83745,219,252,1
83755,219,262,1
83775,219,282,1
83800,219,307,1
83803,219,310,1
83819,219,326,1
83857,219,364,1
83863,219,370,1
83870,219,377,1
83926,220,50,1
84021,220,145,1
84309,221,50,1
84318,221,59,1
84379,221,120,1
84692,222,50,1
84701,222,59,1
84707,222,65,1
84749,222,107,1
84787,222,145,1
84789,222,147,1
84848,222,206,1
84877,222,235,1
84882,222,240,1
84887,222,245,1
84895,222,253,1
84897,222,255,1
84924,222,282,1
84946,222,304,1
84965,222,323,1
84987,222,345,1
84995,222,353,1
85006,222,364,1
85016,222,374,1
85020,222,378,1
85075,223,50,1
85084,223,59,1
85086,223,61,1
85088,223,63,1
85090,223,65,1
85103,223,78,1
85104,223,79,1
85117,223,92,1
85118,223,93,1
85170,223,145,1
85172,223,147,1
85188,223,163,1
85261,223,236,1
85265,223,240,1
85277,223,252,1
85278,223,253,1
85306,223,281,1
85307,223,282,1
85310,223,285,1
85329,223,304,1
85332,223,307,1
85353,223,328,1
85389,223,364,1
85395,223,370,1
85402,223,377,1
85403,223,378,1
85458,224,50,1
85467,224,59,1
85500,224,92,1
85501,224,93,1
85528,224,120,1
85534,224,126,1
85553,224,145,1
85564,224,156,1
85571,224,163,1
85590,224,182,1
85624,224,216,1
85644,224,236,1
85649,224,241,1
85661,224,253,1
85669,224,261,1
85670,224,262,1
85690,224,282,1
85712,224,304,1
85716,224,308,1
85718,224,310,1
85736,224,328,1
85772,224,364,1
85778,224,370,1
85841,225,50,1
85850,225,59,1
85854,225,63,1
85884,225,93,1
85935,225,144,1
85936,225,145,1
85938,225,147,1
85964,225,173,1
85983,225,192,1
86010,225,219,1
86027,225,236,1
86028,225,237,1
86043,225,252,1
86073,225,282,1
86076,225,285,1
86095,225,304,1
86098,225,307,1
86119,225,328,1
86134,225,343,1
86155,225,364,1
86166,225,375,1
86168,225,377,1
86224,226,50,1
86607,227,50,1
86616,227,59,1
86622,227,65,1
86626,227,69,1
86649,227,92,1
86664,227,107,1
86704,227,147,1
86719,227,162,1
86720,227,163,1
86728,227,171,1
86737,227,180,1
86748,227,191,1
86763,227,206,1
86773,227,216,1
86776,227,219,1
86789,227,232,1
86793,227,236,1
86797,227,240,1
86817,227,260,1
86828,227,271,1
86839,227,282,1
86859,227,302,1
86864,227,307,1
86880,227,323,1
86898,227,341,1
86910,227,353,1
86921,227,364,1
86929,227,372,1
86934,227,377,1
86937,227,380,1
86990,228,50,1
87015,228,75,1
87306,228,366,1
87373,229,50,1
87486,229,163,1
87542,229,219,1
87585,229,262,1
87668,229,345,1
87756,230,50,1
87759,230,53,1
87763,230,57,1
87765,230,59,1
87769,230,63,1
87798,230,92,1
87851,230,145,1
87853,230,147,1
87865,230,159,1
87869,230,163,1
87958,230,252,1
87959,230,253,1
87988,230,282,1
88010,230,304,1
88029,230,323,1
88066,230,360,1
88070,230,364,1
88076,230,370,1
88139,231,50,1
88142,231,53,1
88234,231,145,1
88236,231,147,1
88248,231,159,1
88341,231,252,1
88342,231,253,1
88371,231,282,1
88393,231,304,1
88412,231,323,1
88449,231,360,1
88453,231,364,1
88522,232,50,1
88905,233,50,1
89288,234,50,1
89297,234,59,1
89301,234,63,1
89331,234,93,1
89338,234,100,1
89343,234,105,1
89345,234,107,1
89401,234,163,1
89436,234,198,1
89491,234,253,1
89500,234,262,1
89505,234,267,1
89542,234,304,1
89566,234,328,1
89602,234,364,1
89671,235,50,1
89680,235,59,1
89684,235,63,1
89721,235,100,1
90054,236,50,1
90063,236,59,1
90104,236,100,1
90353,236,349,1
90437,237,50,1
90446,237,59,1
90820,238,50,1
90833,238,63,1
90863,238,93,1
90893,238,123,1
90933,238,163,1
90980,238,210,1
91023,238,253,1
91060,238,290,1
91074,238,304,1
91089,238,319,1
91090,238,320,1
91203,239,50,1
91246,239,93,1
91248,239,95,1
91316,239,163,1
91443,239,290,1
91517,239,364,1
91586,240,50,1
91595,240,59,1
91599,240,63,1
91628,240,92,1
91656,240,120,1
91659,240,123,1
91699,240,163,1
91772,240,236,1
91775,240,239,1
91789,240,253,1
91854,240,318,1
91969,241,50,1
91978,241,59,1
91982,241,63,1
92011,241,92,1
92039,241,120,1
92082,241,163,1
92155,241,236,1
92158,241,239,1
92172,241,253,1
92352,242,50,1
92365,242,63,1
92395,242,93,1
92426,242,124,1
92447,242,145,1
92449,242,147,1
92465,242,163,1
92555,242,253,1
92567,242,265,1
92584,242,282,1
92606,242,304,1
92680,242,378,1
92735,243,50,1
92746,243,61,1
92995,243,310,1
93049,243,364,1
93118,244,50,1
93127,244,59,1
93320,244,252,1
93396,244,328,1
93413,244,345,1
93432,244,364,1
93501,245,50,1
93753,245,302,1
93774,245,323,1
93884,246,50,1
93887,246,53,1
93893,246,59,1
93899,246,65,1
93927,246,93,1
93997,246,163,1
94072,246,238,1
94073,246,239,1
94105,246,271,1
94164,246,330,1
94267,247,50,1
94276,247,59,1
94280,247,63,1
94343,247,126,1
94362,247,145,1
94524,247,307,1
94650,248,50,1
95033,249,50,1
95416,250,50,1
95425,250,59,1
95799,251,50,1
95808,251,59,1
96182,252,50,1
96191,252,59,1
96193,252,61,1
96195,252,63,1
96225,252,93,1
96240,252,108,1
96257,252,125,1
96258,252,126,1
96274,252,142,1
96277,252,145,1
96279,252,147,1
96349,252,217,1
96354,252,222,1
96403,252,271,1
96414,252,282,1
96439,252,307,1
96451,252,319,1
96452,252,320,1
96472,252,340,1
96496,252,364,1
96507,252,375,1
96508,252,376,1
96565,253,50,1
96768,253,253,1
96819,253,304,1
96823,253,308,1
96843,253,328,1
96948,254,50,1
96957,254,59,1
96990,254,92,1
97224,254,326,1
97275,254,377,1
97331,255,50,1
97491,255,210,1
97533,255,252,1
97543,255,262,1
97626,255,345,1
97645,255,364,1
97714,256,50,1
97756,256,92,1
97892,256,228,1
97917,256,253,1
98097,257,50,1
98244,257,197,1
98300,257,253,1
98480,258,50,1
98620,258,190,1
98657,258,227,1
98666,258,236,1
98683,258,253,1
98771,258,341,1
98794,258,364,1
98863,259,50,1
98976,259,163,1
99098,259,285,1
99177,259,364,1
99246,260,50,1
99335,260,139,1
99435,260,239,1
99500,260,304,1
99560,260,364,1
99629,261,50,1
99818,261,239,1
99905,261,326,1
99943,261,364,1
100012,262,50,1
100088,262,126,1
100112,262,150,1
100244,262,282,1
100298,262,336,1
100326,262,364,1
100395,263,50,1
100404,263,59,1
100495,263,150,1
100669,263,324,1
100673,263,328,1
100778,264,50,1
100787,264,59,1
100878,264,150,1
101092,264,364,1
101161,265,50,1
101172,265,61,1
101204,265,93,1
101231,265,120,1
101261,265,150,1
101274,265,163,1
101475,265,364,1
101544,266,50,1
101553,266,59,1
101555,266,61,1
101614,266,120,1
101644,266,150,1
101657,266,163,1
101776,266,282,1
101927,267,50,1
101938,267,61,1
101997,267,120,1
102011,267,134,1
102040,267,163,1
102205,267,328,1
102241,267,364,1
102310,268,50,1
102380,268,120,1
102410,268,150,1
102423,268,163,1
102496,268,236,1
102542,268,282,1
102545,268,285,1
102567,268,307,1
102693,269,50,1
102702,269,59,1
102806,269,163,1
103007,269,364,1
103076,270,50,1
103118,270,92,1
103119,270,93,1
103239,270,213,1
103279,270,253,1
103459,271,50,1
103468,271,59,1
103502,271,93,1
103648,271,239,1
103758,271,349,1
103842,272,50,1
103853,272,61,1
103855,272,63,1
103885,272,93,1
103911,272,119,1
104045,272,253,1
104047,272,255,1
104052,272,260,1
104096,272,304,1
104099,272,307,1
104156,272,364,1
104225,273,50,1
104234,273,59,1
104238,273,63,1
104267,273,92,1
104367,273,192,1
104407,273,232,1
104411,273,236,1
104414,273,239,1
104415,273,240,1
104479,273,304,1
104503,273,328,1
104539,273,364,1
104544,273,369,1
104608,274,50,1
104827,274,269,1
104991,275,50,1
104995,275,54,1
105034,275,93,1
105112,275,171,1
105177,275,236,1
105179,275,238,1
105180,275,239,1
105223,275,282,1
105374,276,50,1
105389,276,65,1
105688,276,364,1
105757,277,50,1
106140,278,50,1
106155,278,65,1
106375,278,285,1
106433,278,343,1
106523,279,50,1
106612,279,139,1
106906,280,50,1
106909,280,53,1
106912,280,56,1
106915,280,59,1
106917,280,61,1
106949,280,93,1
106975,280,119,1
107003,280,147,1
107016,280,160,1
107020,280,164,1
107036,280,180,1
107092,280,236,1
107108,280,252,1
107109,280,253,1
107117,280,261,1
107160,280,304,1
107162,280,306,1
107163,280,307,1
107184,280,328,1
107195,280,339,1
107233,280,377,1
107292,281,53,1
107302,281,63,1
107304,281,65,1
107367,281,128,1
107384,281,145,1
107440,281,201,1
107478,281,239,1
107479,281,240,1
107579,281,340,1
107603,281,364,1
107610,281,371,1
107621,281,382,1
107675,282,53,1
107781,282,159,1
107945,282,323,1
107986,282,364,1
108058,283,53,1
108131,283,126,1
108164,283,159,1
108328,283,323,1
108369,283,364,1
108442,284,54,1
108825,285,54,1
109208,286,54,1
109217,286,63,1
109482,286,328,1
109531,286,377,1
109591,287,54,1
109600,287,63,1
109865,287,328,1
109914,287,377,1
109974,288,54,1
109983,288,63,1
110248,288,328,1
110297,288,377,1
110357,289,54,1
110366,289,63,1
110631,289,328,1
110680,289,377,1
110740,290,54,1
110749,290,63,1
111014,290,328,1
111063,290,377,1
111123,291,54,1
111132,291,63,1
111397,291,328,1
111446,291,377,1
111506,292,54,1
111515,292,63,1
111780,292,328,1
111829,292,377,1
111889,293,54,1
111898,293,63,1
112163,293,328,1
112212,293,377,1
112272,294,54,1
112344,294,126,1
112363,294,145,1
112377,294,159,1
112655,295,54,1
112660,295,59,1
112666,295,65,1
112694,295,93,1
112748,295,147,1
112837,295,236,1
112883,295,282,1
112891,295,290,1
112903,295,302,1
112905,295,304,1
112983,295,382,1
113038,296,54,1
113245,296,261,1
113426,297,59,1
113809,298,59,1
113880,298,130,1
113988,298,238,1
114032,298,282,1
114086,298,336,1
114127,298,377,1
114192,299,59,1
114575,300,59,1
114958,301,59,1
115152,301,253,1
115341,302,59,1
115441,302,159,1
115724,303,59,1
116107,304,59,1
116141,304,93,1
116490,305,59,1
116494,305,63,1
116550,305,119,1
116557,305,126,1
116590,305,159,1
116594,305,163,1
116649,305,218,1
116670,305,239,1
116691,305,260,1
116754,305,323,1
116759,305,328,1
116795,305,364,1
116807,305,376,1
116873,306,59,1
116875,306,61,1
116877,306,63,1
116887,306,73,1
116909,306,95,1
116951,306,137,1
116959,306,145,1
117050,306,236,1
117053,306,239,1
117147,306,333,1
117256,307,59,1
117290,307,93,1
117451,307,254,1
117487,307,290,1
117504,307,307,1
117639,308,59,1
117646,308,66,1
117649,308,69,1
117673,308,93,1
117699,308,119,1
117701,308,121,1
117722,308,142,1
117725,308,145,1
117743,308,163,1
117766,308,186,1
117851,308,271,1
117855,308,275,1
117859,308,279,1
118022,309,59,1
118056,309,93,1
118405,310,59,1
118476,310,130,1
118509,310,163,1
118582,310,236,1
118599,310,253,1
118653,310,307,1
118788,311,59,1
118905,311,176,1
118936,311,207,1
118982,311,253,1
119036,311,307,1
119171,312,59,1
119554,313,59,1
119640,313,145,1
119865,313,370,1
119937,314,59,1
119970,314,92,1
119971,314,93,1
120041,314,163,1
120114,314,236,1
120131,314,253,1
120206,314,328,1
120320,315,59,1
120322,315,61,1
120513,315,252,1
120514,315,253,1
120546,315,285,1
120703,316,59,1
120726,316,82,1
120739,316,95,1
120784,316,140,1
120828,316,184,1
120863,316,219,1
120901,316,257,1
120926,316,282,1
120934,316,290,1
120948,316,304,1
121008,316,364,1
121014,316,370,1
121086,317,59,1
121469,318,59,1
121662,318,252,1
121672,318,262,1
121852,319,59,1
121858,319,65,1
122056,319,263,1
122078,319,285,1
122235,320,59,1
122383,320,207,1
122524,320,348,1
122618,321,59,1
122652,321,93,1
122733,321,174,1
122889,321,330,1
123001,322,59,1
123007,322,65,1
123384,323,59,1
123425,323,100,1
123488,323,163,1
123564,323,239,1
123767,324,59,1
124150,325,59,1
124183,325,92,1
124354,325,263,1
124395,325,304,1
124533,326,59,1
124537,326,63,1
124637,326,163,1
124727,326,253,1
124916,327,59,1
125020,327,163,1
125109,327,252,1
125235,327,378,1
125299,328,59,1
125493,328,253,1
125564,328,324,1
125604,328,364,1
125617,328,377,1
125682,329,59,1
126065,330,59,1
126132,330,126,1
126245,330,239,1
126246,330,240,1
126448,331,59,1
126450,331,61,1
126509,331,120,1
126539,331,150,1
126552,331,163,1
126831,332,59,1
127214,333,59,1
127318,333,163,1
127597,334,59,1
127980,335,59,1
128018,335,97,1
128174,335,253,1
128203,335,282,1
128225,335,304,1
128363,336,59,1
128473,336,169,1
128543,336,239,1
128746,337,59,1
128926,337,239,1
129129,338,59,1
129162,338,92,1
129287,338,217,1
129309,338,239,1
129512,339,59,1
129713,339,260,1
129722,339,269,1
129895,340,59,1
130021,340,185,1
130075,340,239,1
130137,340,301,1
130278,341,59,1
130458,341,239,1
130661,342,59,1
131044,343,59,1
131046,343,61,1
131111,343,126,1
131127,343,142,1
131148,343,163,1
131171,343,186,1
131204,343,219,1
131221,343,236,1
131232,343,247,1
131256,343,271,1
131266,343,281,1
131267,343,282,1
131313,343,328,1
131334,343,349,1
131429,344,61,1
131812,345,61,1
131844,345,93,1
131870,345,119,1
131914,345,163,1
131987,345,236,1
132003,345,252,1
132004,345,253,1
132022,345,271,1
132058,345,307,1
132115,345,364,1
132195,346,61,1
132227,346,93,1
132353,346,219,1
132425,346,291,1
132479,346,345,1
132578,347,61,1
132961,348,61,1
133117,348,217,1
133207,348,307,1
133344,349,61,1
133376,349,93,1
133403,349,120,1
133409,349,126,1
133519,349,236,1
133606,349,323,1
133610,349,327,1
133611,349,328,1
133634,349,351,1
133639,349,356,1
133647,349,364,1
133660,349,377,1
133729,350,63,1
134112,351,63,1
134495,352,63,1
134878,353,63,1
135068,353,253,1
135261,354,63,1
135337,354,139,1
135425,354,227,1
135644,355,63,1
135674,355,93,1
136028,356,64,1
136412,357,65,1
136440,357,93,1
136494,357,147,1
136583,357,236,1
136586,357,239,1
136629,357,282,1
136651,357,304,1
136675,357,328,1
136711,357,364,1
136795,358,65,1
136823,358,93,1
136853,358,123,1
136877,358,147,1
136889,358,159,1
136893,358,163,1
136934,358,204,1
136983,358,253,1
137037,358,307,1
137178,359,65,1
137233,359,120,1
137258,359,145,1
137365,359,252,1
137561,360,65,1
137641,360,145,1
137655,360,159,1
137786,360,290,1
137961,361,82,1
138344,362,82,1
138404,362,142,1
138425,362,163,1
138460,362,198,1
138498,362,236,1
138501,362,239,1
138514,362,252,1
138587,362,325,1
138600,362,338,1
138626,362,364,1
138640,362,378,1
138644,362,382,1
138735,363,90,1
139120,364,92,1
139173,364,145,1
139191,364,163,1
139232,364,204,1
139246,364,218,1
139264,364,236,1
139293,364,265,1
139335,364,307,1
139356,364,328,1
139372,364,344,1
139392,364,364,1
139503,365,92,1
139650,365,239,1
139734,365,323,1
139886,366,92,1
140269,367,92,1
140416,367,239,1
140513,367,336,1
140541,367,364,1
140652,368,92,1
140867,368,307,1
140896,368,336,1
141036,369,93,1
141419,370,93,1
141802,371,93,1
142185,372,93,1
142345,372,253,1
142469,372,377,1
142568,373,93,1
142605,373,130,1
142711,373,236,1
142756,373,281,1
142782,373,307,1
142951,374,93,1
143021,374,163,1
143214,374,356,1
143334,375,93,1
143717,376,93,1
143877,376,253,1
144102,377,95,1
144491,378,101,1
144881,379,108,1
144936,379,163,1
145271,380,115,1
145319,380,163,1
145479,380,323,1
145658,381,119,1
146042,382,120,1
146072,382,150,1
146085,382,163,1
146425,383,120,1
146455,383,150,1
146468,383,163,1
146808,384,120,1
146814,384,126,1
146957,384,269,1
147024,384,336,1
147191,385,120,1
147216,385,145,1
147577,386,123,1
147961,387,124,1
148076,387,239,1
148094,387,257,1
148346,388,126,1
148401,388,181,1
148729,389,126,1
149112,390,126,1
149238,390,252,1
149293,390,307,1
149495,391,126,1
149622,391,253,1
149878,392,126,1
150261,393,126,1
150644,394,126,1
151033,395,132,1
151423,396,139,1
151812,397,145,1
152195,398,145,1
152578,399,145,1
152961,400,145,1
153035,400,219,1
153068,400,252,1
153140,400,324,1
153186,400,370,1
153344,401,145,1
153575,401,376,1
153729,402,147,1
153946,402,364,1
154112,403,147,1
154329,403,364,1
154496,404,148,1
154884,405,153,1
154950,405,219,1
154993,405,262,1
155059,405,328,1
155076,405,345,1
155101,405,370,1
155269,406,155,1
155652,407,155,1
155716,407,219,1
155787,407,290,1
156043,408,163,1
156116,408,236,1
156143,408,263,1
156426,409,163,1
156567,409,304,1
156640,409,377,1
156809,410,163,1
156899,410,253,1
157192,411,163,1
157575,412,163,1
157736,412,324,1
157964,413,169,1
158048,413,253,1
158057,413,262,1
158347,414,169,1
158417,414,239,1
158730,415,169,1
159115,416,171,1
159498,417,171,1
159891,418,181,1
160274,419,181,1
160667,420,191,1
161050,421,191,1
161095,421,236,1
161111,421,252,1
161138,421,279,1
161448,422,206,1
161514,422,272,1
161831,423,206,1
162215,424,207,1
162601,425,210,1
162673,425,282,1
162719,425,328,1
162755,425,364,1
162984,426,210,1
163013,426,239,1
163367,427,210,1
163756,428,216,1
163904,428,364,1
163916,428,376,1
164140,429,217,1
164523,430,217,1
164908,431,219,1
165294,432,222,1
165682,433,227,1
165708,433,253,1
165796,433,341,1
165819,433,364,1
166065,434,227,1
166091,434,253,1
166179,434,341,1
166202,434,364,1
166456,435,235,1
166840,436,236,1
167223,437,236,1
167249,437,262,1
167277,437,290,1
167351,437,364,1
167606,438,236,1
167990,439,237,1
168373,440,237,1
168758,441,239,1
168866,441,347,1
169141,442,239,1
169524,443,239,1
169649,443,364,1
169907,444,239,1
170290,445,239,1
170355,445,304,1
170379,445,328,1
170428,445,377,1
170673,446,239,1
171056,447,239,1
171181,447,364,1
171439,448,239,1
171822,449,239,1
172218,450,252,1
172602,451,253,1
172985,452,253,1
173368,453,253,1
173441,453,326,1
173751,454,253,1
173841,454,343,1
174134,455,253,1
174524,456,260,1
174600,456,336,1
174908,457,261,1
175291,458,261,1
175674,459,261,1
176065,460,269,1
176122,460,326,1
176132,460,336,1
176455,461,276,1
176515,461,336,1
176524,461,345,1
176844,462,282,1
177235,463,290,1
177632,464,304,1
178018,465,307,1
178408,466,314,1
178805,467,328,1
179188,468,328,1
179571,469,328,1
179954,470,328,1
180337,471,328,1
180386,471,377,1
180720,472,328,1
181105,473,330,1
181494,474,336,1
181877,475,336,1
182273,476,349,1
182671,477,364,1
183054,478,364,1
183437,479,364,1
183820,480,364,1
184203,481,364,1
184586,482,364,1
184969,483,364,1
185352,484,364,1
185735,485,364,1
186118,486,364,1
186501,487,364,1
186884,488,364,1
187275,489,372,1
187662,490,376,1
188045,491,376,1
188429,492,377,1
188812,493,377,1
189195,494,377,1
189579,495,378,1
